IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,min_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.6219905213270143,18015,region_growing,,,,,normal,-74.5,object_relative_percentile,20.0,99.5,496.0,9247986,8436200,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
380,0.5619599304328773,37545,region_growing,,,,,normal,-88.75,object_relative_percentile,20.0,99.5,482.75,6575947,6288111,yes,both tolerable,yes,no,,,no,yes,no,no,1.8009125833344883,1.739843048383334,"(93, 121, 119)","(113, 89, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
854,0.5616534181240064,22799,region_growing,,,,,normal,-82.75,object_relative_percentile,20.0,99.5,491.75,8969539,7750874,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.63671875,"(100, 151, 157)","(124, 117, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
937,0.5775311680170873,19050,region_growing,,,,,normal,-75.5,object_relative_percentile,20.0,99.5,487.5,9807826,8710731,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
315,0.5764469657094957,22082,region_growing,,,,,normal,-69.0,object_relative_percentile,20.0,99.5,481.0,10489374,10118781,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.3908992882585443,"(100, 179, 144)","(116, 148, 215)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
428,0.5687660668380463,27534,region_growing,,,,,normal,-85.5,object_relative_percentile,20.0,99.5,492.75,10417933,8666332,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
